gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
HTR2C,THIORIDAZINE,ChEMBL,1,inhibitor
HTR2C,TRIFLUOPERAZINE HYDROCHLORIDE,ChEMBL,1,inhibitor
PTGFR,TAFLUPROST,ChEMBL,1,agonist
OPRM1,LOPERAMIDE,ChEMBL,1,agonist
SLC6A3,DEXTROAMPHETAMINE ADIPATE,ChEMBL,1,other/unknown
SRC,BOSUTINIB,ChEMBL,1,inhibitor
SLC6A3,AMPHETAMINE ASPARTATE,ChEMBL,1,other/unknown
OPRM1,ANILERIDINE HYDROCHLORIDE,ChEMBL,1,agonist
FSHR,UROFOLLITROPIN,ChEMBL,1,agonist
NR3C1,DEXAMETHASONE ACETATE,ChEMBL,1,agonist
NR3C1,HYDROCORTISONE BUTYRATE,ChEMBL,1,agonist
XK,ZANAMIVIR,ChEMBL,1,inhibitor
ESR1,DIENESTROL,ChEMBL,1,agonist
UGCG,MIGLUSTAT,ChEMBL,1,inhibitor
PDE4B,AMLEXANOX,ChEMBL,1,inhibitor
ESR1,FULVESTRANT,ChEMBL,1,inhibitor
ATP4A,LANSOPRAZOLE,ChEMBL,1,inhibitor
ESR2,OSPEMIFENE,ChEMBL,1,modulator
DRD5,PERGOLIDE MESYLATE,ChEMBL,1,agonist
ADRA1A,ALFUZOSIN HYDROCHLORIDE,ChEMBL,1,agonist
ADRA1A,PHENYLEPHRINE BITARTRATE,ChEMBL,1,agonist
ADRA1D,CARVEDILOL,ChEMBL,1,inhibitor
GUCY1B1,ISOSORBIDE MONONITRATE,ChEMBL,1,activator
ADRA1A,TOLAZOLINE HYDROCHLORIDE,ChEMBL,1,inhibitor
ADRB2,PINDOLOL,ChEMBL,1,agonist
PDE3A,DYPHYLLINE,ChEMBL,1,inhibitor
ABAT,VIGABATRIN,ChEMBL,1,inhibitor
CD80,BELATACEPT,ChEMBL,1,inhibitor
CHRNA1,DECAMETHONIUM BROMIDE,ChEMBL,1,agonist
ADH1A,FOMEPIZOLE,ChEMBL,1,inhibitor
GLRB,SEVOFLURANE,ChEMBL,1,positive modulator
PDE7B,PENTOXIFYLLINE,ChEMBL,1,inhibitor
GABRA4,PRAZEPAM,ChEMBL,1,positive modulator
GABRG3,PRAZEPAM,ChEMBL,1,positive modulator
GABRA6,PRAZEPAM,ChEMBL,1,positive modulator
GABRG3,PROPOFOL,ChEMBL,1,positive modulator
GABRG2,PROPOFOL,ChEMBL,1,positive modulator
GABRA6,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA6,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA2,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA3,SEVOFLURANE,ChEMBL,1,positive modulator
GABRB3,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA4,SEVOFLURANE,ChEMBL,1,positive modulator
GABRB1,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRE,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRG1,SEVOFLURANE,ChEMBL,1,positive modulator
GABRE,SEVOFLURANE,ChEMBL,1,positive modulator
GABRG1,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
GABRQ,HALAZEPAM,ChEMBL,1,positive modulator
GABRB1,ZOLPIDEM TARTRATE,ChEMBL,1,positive modulator
SRD5A3,DUTASTERIDE,ChEMBL,1,inhibitor
SRD5A1,DUTASTERIDE,ChEMBL,1,inhibitor
AVPR1B,DESMOPRESSIN,ChEMBL,1,agonist
IL2RG,DENILEUKIN DIFTITOX,ChEMBL,1,binder
IFNGR2,INTERFERON GAMMA-1B,ChEMBL,1,agonist
SCN1A,ORPHENADRINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,MORICIZINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,OXCARBAZEPINE,ChEMBL,1,blocker
SCN5A,OXCARBAZEPINE,ChEMBL,1,blocker
SCN5A,PRILOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN2A,FOSPHENYTOIN,ChEMBL,1,blocker
SCN10A,OXCARBAZEPINE,ChEMBL,1,blocker
SCN11A,FOSPHENYTOIN,ChEMBL,1,blocker
SCN3A,FOSPHENYTOIN,ChEMBL,1,blocker
SCN8A,FOSPHENYTOIN,ChEMBL,1,blocker
SCN3A,PHENYTOIN SODIUM,ChEMBL,1,blocker
SCN1A,LAMOTRIGINE,ChEMBL,1,blocker
SCN11A,LAMOTRIGINE,ChEMBL,1,blocker
KCNK2,SEVOFLURANE,ChEMBL,1,potentiator
KCNK3,SEVOFLURANE,ChEMBL,1,potentiator
KCNK9,SEVOFLURANE,ChEMBL,1,potentiator
IL6,SILTUXIMAB,ChEMBL,1,inhibitor
KDR,LENVATINIB MESYLATE,ChEMBL,1,inhibitor
CD3E,BLINATUMOMAB,ChEMBL,1,modulator
FLT1,LENVATINIB MESYLATE,ChEMBL,1,inhibitor
TYMP,TIPIRACIL HYDROCHLORIDE,ChEMBL,1,inhibitor
SLAMF7,ELOTUZUMAB,ChEMBL,1,inhibitor
NR1H3,CS-8080,ChEMBL,1,agonist
NR1H2,BMS-852927,ChEMBL,1,modulator
FLT1,SU-014813,ChEMBL,1,inhibitor
NR1H4,TUROFEXORATE ISOPROPYL,ChEMBL,1,agonist
IGF1R,AEW-541,ChEMBL,1,inhibitor
RET,AST-487,ChEMBL,1,inhibitor
EGFR,AGERAFENIB,ChEMBL,1,inhibitor
RET,AGERAFENIB,ChEMBL,1,inhibitor
FLT1,CEP-5214,ChEMBL,1,inhibitor
AURKA,MK-5108,ChEMBL,1,inhibitor
MTOR,PALOMID-529,ChEMBL,1,inhibitor
PIK3R1,IZORLISIB,ChEMBL,1,inhibitor
CDK3,PHA-793887,ChEMBL,1,inhibitor
CDK15,PHA-793887,ChEMBL,1,inhibitor
CDK4,PHA-793887,ChEMBL,1,inhibitor
CDK17,PHA-793887,ChEMBL,1,inhibitor
CDK18,PHA-793887,ChEMBL,1,inhibitor
CDK12,PHA-793887,ChEMBL,1,inhibitor
AR,CR 1447,ChEMBL,1,agonist
ESR2,PRINABEREL,ChEMBL,1,agonist
NR3C2,MT-3995,ChEMBL,1,inhibitor
KDR,ANLOTINIB,ChEMBL,1,inhibitor
MAPK9,BENTAMAPIMOD,ChEMBL,1,inhibitor
CDK7,AT-7519,ChEMBL,1,inhibitor
CDK8,AT-7519,ChEMBL,1,inhibitor
CDK9,RONICICLIB,ChEMBL,1,inhibitor
CDK12,RONICICLIB,ChEMBL,1,inhibitor
CDK1,RONICICLIB,ChEMBL,1,inhibitor
CDK18,RONICICLIB,ChEMBL,1,inhibitor
CDK10,RONICICLIB,ChEMBL,1,inhibitor
CDK16,RONICICLIB,ChEMBL,1,inhibitor
ERBB2,POZIOTINIB,ChEMBL,1,inhibitor
MET,FORETINIB,ChEMBL,1,inhibitor
ERBB4,POZIOTINIB,ChEMBL,1,inhibitor
TEK,FORETINIB,ChEMBL,1,inhibitor
PDGFRA,FORETINIB,ChEMBL,1,inhibitor
JAK2,GANDOTINIB,ChEMBL,1,inhibitor
AKT2,MK-2206,ChEMBL,1,inhibitor
MAPK14,NEFLAMAPIMOD,ChEMBL,1,inhibitor
MET,CAPMATINIB,ChEMBL,1,inhibitor
FGFR3,XL-999,ChEMBL,1,inhibitor
HTR4,VELUSETRAG,ChEMBL,1,agonist
PIK3CD,SAMOTOLISIB,ChEMBL,1,inhibitor
ADRB2,BATEFENTEROL,ChEMBL,1,agonist
HRH3,GSK-189254,ChEMBL,1,inhibitor
HTR2A,SB-773812,ChEMBL,1,inhibitor
CRHR1,ONO-2333MS,ChEMBL,1,inhibitor
CASR,ASP7991,ChEMBL,1,positive modulator
GNRHR,RELUGOLIX,ChEMBL,1,inhibitor
CHRNA4,AZD1446,ChEMBL,1,agonist
GRIK5,TEZAMPANEL,ChEMBL,1,inhibitor
GRIA4,DASOLAMPANEL,ChEMBL,1,inhibitor
GRIN2C,CNS-5161,ChEMBL,1,blocker
GRIA3,DASOLAMPANEL,ChEMBL,1,inhibitor
GRIN3B,CNS-5161,ChEMBL,1,blocker
NR1H4,OBETICHOLIC ACID,ChEMBL,1,agonist
GABRG3,DARIGABAT,ChEMBL,1,agonist
ABL1,FLUMATINIB,ChEMBL,1,inhibitor
PDGFRA,ORANTINIB,ChEMBL,1,inhibitor
MAP2K2,COBIMETINIB,ChEMBL,1,inhibitor
IL1A,BERMEKIMAB,ChEMBL,1,inhibitor
CASP7,EMRICASAN,ChEMBL,1,inhibitor
PTGS2,APRICOXIB,ChEMBL,1,inhibitor
CASP2,EMRICASAN,ChEMBL,1,inhibitor
CASP12,EMRICASAN,ChEMBL,1,inhibitor
HSP90AA1,TANESPIMYCIN,ChEMBL,1,inhibitor
TOP2A,ALDOXORUBICIN,ChEMBL,1,inhibitor
TNNC2,TIRASEMTIV,ChEMBL,1,activator
GABRP,GANAXOLONE,ChEMBL,1,positive modulator
GABRG3,GANAXOLONE,ChEMBL,1,positive modulator
OCA2,CLEVUDINE,ChEMBL,1,inhibitor
DRD1,ECOPIPAM,ChEMBL,1,inhibitor
POLA2,TROXACITABINE,ChEMBL,1,inhibitor
POLD2,TROXACITABINE,ChEMBL,1,inhibitor
MUC5AC,ENSITUXIMAB,ChEMBL,1,other/unknown
ITGAV,STX-100,ChEMBL,1,inhibitor
IL13RA2,CINTREDEKIN BESUDOTOX,ChEMBL,1,binder
ENG,CAROTUXIMAB,ChEMBL,1,inhibitor
ERBB2,MDX-210,ChEMBL,1,modulator
IL6,CLAZAKIZUMAB,ChEMBL,1,inhibitor
FCER2,GOMILIXIMAB,ChEMBL,1,inhibitor
IL15,ORDESEKIMAB,ChEMBL,1,inhibitor
CLDN18,ZOLBETUXIMAB,ChEMBL,1,binder
APP,LECANEMAB,ChEMBL,1,inhibitor
EPCAM,EDRECOLOMAB,ChEMBL,1,modulator
ANGPT2,AMG-780,ChEMBL,1,inhibitor
ADRA1D,ISOXSUPRINE HYDROCHLORIDE,ChEMBL,1,inhibitor
HRH3,BETAHISTINE,ChEMBL,1,inhibitor
PPARD,BEZAFIBRATE,ChEMBL,1,agonist
OXTR,CARBETOCIN,ChEMBL,1,agonist
PPARA,CIPROFIBRATE,ChEMBL,1,agonist
CD3E,CATUMAXOMAB,ChEMBL,1,modulator
CALM1,PRENYLAMINE,ChEMBL,1,inhibitor
ADRA1B,SERTINDOLE,ChEMBL,1,inhibitor
HRH1,BETAHISTINE,ChEMBL,1,agonist
IGHE,MEDI-4212,ChEMBL,1,inhibitor
ERVW-4,TENOFOVIR ALAFENAMIDE,ChEMBL,1,inhibitor
IGF1R,BIIB-022,ChEMBL,1,inhibitor
FLT4,IMC-3C5,ChEMBL,1,inhibitor
PGF,TB-403,ChEMBL,1,inhibitor
ERVK-20,F105,ChEMBL,1,inhibitor
CSF1,PD-360324,ChEMBL,1,inhibitor
TNFRSF4,MEDI-6469,ChEMBL,1,agonist
TFRC,E2.3,ChEMBL,1,inhibitor
IFNA1,FARALIMOMAB,ChEMBL,1,binder
PDGFRA,AVAPRITINIB,ChEMBL,1,inhibitor
ROS1,ENTRECTINIB,ChEMBL,1,inhibitor
NTRK3,ENTRECTINIB,ChEMBL,1,inhibitor
MTNR1A,MELATONIN,ChEMBL,1,agonist
P2RY1,DIQUAFOSOL TETRASODIUM,ChEMBL,1,agonist
GABRA4,ETIFOXINE,ChEMBL,1,inhibitor
ACHE,PHYSOSTIGMINE SALICYLATE,ChEMBL,1,inhibitor
CACNA1S,AMLODIPINE BENZOATE,ChEMBL,1,blocker
TFPI,ANDEXANET ALFA,ChEMBL,1,inhibitor
ATP4B,VONOPRAZAN FUMARATE,ChEMBL,1,inhibitor
CACNA1D,AZELNIDIPINE,ChEMBL,1,blocker
CACNA1S,AZELNIDIPINE,ChEMBL,1,blocker
SLC10A2,ODEVIXIBAT,ChEMBL,1,inhibitor
RNF130,ODESIVIMAB,ChEMBL,1,inhibitor
TUBA1A,INDUSATUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB4B,INDUSATUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB8,INDUSATUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB8,LIFASTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB2B,LIFASTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB2A,INDUSATUMAB VEDOTIN,ChEMBL,1,inhibitor
SIRT1,SRT-2104,ChEMBL,1,activator
BTK,BRANEBRUTINIB,ChEMBL,1,inhibitor
PDCD1,DOSTARLIMAB,ChEMBL,1,inhibitor
PSMB7,IXAZOMIB,ChEMBL,1,inhibitor
PSMD4,IXAZOMIB,ChEMBL,1,inhibitor
PSMD12,IXAZOMIB,ChEMBL,1,inhibitor
PSMD1,IXAZOMIB,ChEMBL,1,inhibitor
PSMB8,IXAZOMIB,ChEMBL,1,inhibitor
PSMB1,IXAZOMIB,ChEMBL,1,inhibitor
MS4A1,TRU-015,ChEMBL,1,binder
PTGER1,ONO-8539,ChEMBL,1,inhibitor
FAAH,PF-04457845,ChEMBL,1,inhibitor
ACACA,PF-05175157,ChEMBL,1,inhibitor
APH1B,RG-4733,ChEMBL,1,inhibitor
PSENEN,RG-4733,ChEMBL,1,inhibitor
RPL15,MT-3724,ChEMBL,1,inhibitor
RPS20,MT-3724,ChEMBL,1,inhibitor
RPL5,MT-3724,ChEMBL,1,inhibitor
RPL10,MT-3724,ChEMBL,1,inhibitor
TUBA4A,KOS-1584,ChEMBL,1,modulator
CD274,ENVAFOLIMAB,ChEMBL,1,binder
ERBB2,ZENOCUTUZUMAB,ChEMBL,1,inhibitor
POLA1,ASPACYTARABINE,ChEMBL,1,inhibitor
PIK3CG,TENALISIB,ChEMBL,1,inhibitor
POLD3,ASPACYTARABINE,ChEMBL,1,inhibitor
E2F7,EDIFOLIGIDE,ChEMBL,1,inhibitor
AKR1B1,CAFICRESTAT,ChEMBL,1,inhibitor
HRH3,GSK-1004723,ChEMBL,1,inhibitor
EML4,PLB1003,ChEMBL,1,inhibitor
TUBA1B,APRUTUMAB IXADOTIN,ChEMBL,1,inhibitor
ERBB3,CDX-3379,ChEMBL,1,inhibitor
TUBB1,APRUTUMAB IXADOTIN,ChEMBL,1,inhibitor
MAPK1,KO-947,ChEMBL,1,inhibitor
TUBA4A,ASG-5ME,ChEMBL,1,inhibitor
TUBB6,VANDORTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA1A,VANDORTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB2A,VANDORTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
CA5A,SULTHIAME,ChEMBL,1,inhibitor
CA1,SULTHIAME,ChEMBL,1,inhibitor
CA5B,SULTHIAME,ChEMBL,1,inhibitor
TACSTD2,DS-1062,ChEMBL,1,binder
GABRA4,PADSEVONIL,ChEMBL,1,agonist
CHRM4,XANOMELINE,ChEMBL,1,agonist
IL23A,EBDAROKIMAB,ChEMBL,1,inhibitor
FTO,BISANTRENE,ChEMBL,1,inhibitor
ITGA2B,TIROFIBAN HYDROCHLORIDE,ChEMBL,1,inhibitor
LAMC2,OCRIPLASMIN,ChEMBL,1,cleavage
TNFRSF4,GSK-3174998,ChEMBL,1,agonist
ERBB2,BMS-599626,ChEMBL,1,inhibitor
TLR9,EMD-1201081,ChEMBL,1,agonist
IDH2,VORASIDENIB,ChEMBL,1,inhibitor
PDCD1,TEBOTELIMAB,ChEMBL,1,inhibitor
HTR3D,MOSAPRIDE,ChEMBL,1,inhibitor
HTR3C,MOSAPRIDE,ChEMBL,1,inhibitor
OPRD1,AZD7268,ChEMBL,1,agonist
HDAC5,QUISINOSTAT,ChEMBL,1,inhibitor
HDAC1,QUISINOSTAT,ChEMBL,1,inhibitor
MMP14,REBIMASTAT,ChEMBL,1,inhibitor
SCN1A,CENOBAMATE,ChEMBL,1,inhibitor
MMP1,REBIMASTAT,ChEMBL,1,inhibitor
PDE9A,OSORESNONTRINE,ChEMBL,1,inhibitor
PDE4D,REVAMILAST,ChEMBL,1,inhibitor
SNAP25,INCOBOTULINUMTOXINA,ChEMBL,1,inhibitor
SSTR2,SOMATOSTATIN,ChEMBL,1,agonist
FGB,ANCROD,ChEMBL,1,cleavage
GPR84,SETOGEPRAM,ChEMBL,1,inhibitor
GABRA2,BUTALBITAL,ChEMBL,1,positive modulator
TUBB2A,PLOCABULIN,ChEMBL,1,inhibitor
TUBB2B,PLOCABULIN,ChEMBL,1,inhibitor
GABRA1,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
CACNB2,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
GABRA4,FLUMAZENIL,ChEMBL,1,negative modulator
TUBB4B,SOFITUZUMAB VEDOTIN,ChEMBL,1,inhibitor
CD3E,GLOFITAMAB,ChEMBL,1,binder
COL27A1,OCRIPLASMIN,ChEMBL,1,cleavage
FGFR2,BRIVANIB,ChEMBL,1,inhibitor
PIK3R2,SF-1126,ChEMBL,1,inhibitor
PDGFRB,RG-1530,ChEMBL,1,inhibitor
OPRM1,SAMIDORPHAN L-MALATE,ChEMBL,1,inhibitor
GABRG1,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
PDE4C,CILOMILAST,ChEMBL,1,inhibitor
AR,DANAZOL,ChEMBL,1,agonist
HDAC3,ROMIDEPSIN,ChEMBL,1,inhibitor
RPSA,PYRAZINAMIDE,ChEMBL,1,inhibitor
CRHR1,PEXACERFONT,ChEMBL,1,inhibitor
MSTN,APITEGROMAB,ChEMBL,1,inhibitor
AKT2,MK-2201,ChEMBL,1,inhibitor
PIK3R3,VOXTALISIB,ChEMBL,1,inhibitor
RAMP1,PRAMLINTIDE ACETATE,ChEMBL,1,agonist
AR,FLUOXYMESTERONE,ChEMBL,1,agonist
TUBB8,PATUPILONE,ChEMBL,1,modulator
DRD2,ILOPERIDONE,ChEMBL,1,inhibitor
PDGFRA,CEDIRANIB,ChEMBL,1,inhibitor
GABRB1,CHLORDIAZEPOXIDE,ChEMBL,1,positive modulator
SSTR1,LUTETIUM DOTATATE LU-177,ChEMBL,1,binder
COL1A2,OCRIPLASMIN,ChEMBL,1,cleavage
KCND2,NERISPIRDINE,ChEMBL,1,blocker
GRIN3A,FELBAMATE,ChEMBL,1,inhibitor
MRPL36,ERYTHROMYCIN STEARATE,ChEMBL,1,inhibitor
TUBB3,ADO-TRASTUZUMAB EMTANSINE,ChEMBL,1,inhibitor
HTR1B,SUMATRIPTAN,ChEMBL,1,agonist
CACNB4,PHLOROGLUCINOL,ChEMBL,1,blocker
FZD7,VANTICTUMAB,ChEMBL,1,inhibitor
CHRNB4,LARAZOTIDE ACETATE,ChEMBL,1,agonist
FLT4,CEP-7055,ChEMBL,1,inhibitor
HTR3D,ZIMELDINE HYDROCHLORIDE,ChEMBL,1,inhibitor
TUBB2B,PACLITAXEL DOCOSAHEXAENOIC ACID,ChEMBL,1,modulator
CD274,ATEZOLIZUMAB,ChEMBL,1,inhibitor
PIK3CG,PAXALISIB,ChEMBL,1,inhibitor
GABRA4,QUAZEPAM,ChEMBL,1,positive modulator
GABRA3,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
PSMC4,IXAZOMIB CITRATE,ChEMBL,1,inhibitor
PARP3,OLAPARIB,ChEMBL,1,inhibitor
FLT3,FEDRATINIB,ChEMBL,1,inhibitor
SSTR3,LUTETIUM DOTATATE LU-177,ChEMBL,1,binder
TNFSF12,BIIB-023,ChEMBL,1,inhibitor
HTR2A,NEFAZODONE HYDROCHLORIDE,ChEMBL,1,inhibitor
CA1,ETHOXZOLAMIDE,ChEMBL,1,inhibitor
RPSA,ERYTHROMYCIN GLUCEPTATE,ChEMBL,1,inhibitor
IFNAR2,PEGINTERFERON ALFA-2A,ChEMBL,1,agonist
POLD4,FLUDARABINE,ChEMBL,1,inhibitor
SLC6A4,LEVOMILNACIPRAN HYDROCHLORIDE,ChEMBL,1,inhibitor
SCN11A,EVENAMIDE,ChEMBL,1,blocker
CACNA2D3,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
SCN11A,TETRACAINE,ChEMBL,1,blocker
SCN3A,MEPHENYTOIN,ChEMBL,1,blocker
PIK3CD,DS-7423,ChEMBL,1,inhibitor
PIK3R1,SF-1126,ChEMBL,1,inhibitor
TUBA3E,VINBLASTINE SULFATE,ChEMBL,1,inhibitor
HGF,RILOTUMUMAB,ChEMBL,1,inhibitor
TUBB2A,RG-7600,ChEMBL,1,inhibitor
ABL1,OLVEREMBATINIB,ChEMBL,1,inhibitor
GABRP,QUAZEPAM,ChEMBL,1,positive modulator
CACNA1D,NIMODIPINE,ChEMBL,1,blocker
RARB,IRX4310,ChEMBL,1,inhibitor
OPRM1,OXYCODONE,ChEMBL,1,agonist
SCN4A,CENOBAMATE,ChEMBL,1,inhibitor
PDE4C,ROFLUMILAST,ChEMBL,1,inhibitor
GABRA1,FLUMAZENIL,ChEMBL,1,negative modulator
PIK3R5,DS-7423,ChEMBL,1,inhibitor
TYK2,UPADACITINIB,ChEMBL,1,inhibitor
PIK3R5,PF-04691502,ChEMBL,1,inhibitor
PDGFRB,NINTEDANIB ESYLATE,ChEMBL,1,inhibitor
NTRK1,SELITRECTINIB,ChEMBL,1,inhibitor
ERBB2,ADO-TRASTUZUMAB EMTANSINE,ChEMBL,1,inhibitor
DRD2,FLUPHENAZINE ENANTHATE,ChEMBL,1,inhibitor
TNF,GOLIMUMAB,ChEMBL,1,inhibitor
DRD2,PERPHENAZINE,ChEMBL,1,inhibitor
TPO,METHIMAZOLE,ChEMBL,1,inhibitor
GNRHR,GONADORELIN ACETATE,ChEMBL,1,agonist
XDH,ALLOPURINOL,ChEMBL,1,inhibitor
HRH2,CIMETIDINE,ChEMBL,1,inhibitor
VDR,CALCIPOTRIENE,ChEMBL,1,agonist
HTR2A,OLANZAPINE,ChEMBL,1,inhibitor
HTR2A,ILOPERIDONE,ChEMBL,1,inhibitor
FAS,PYRAZINAMIDE,ChEMBL,1,inhibitor
SLC6A3,AMPHETAMINE ADIPATE,ChEMBL,1,other/unknown
NR3C1,BECLOMETHASONE DIPROPIONATE,ChEMBL,1,agonist
NR3C1,FLUNISOLIDE ANHYDROUS,ChEMBL,1,agonist
ERVW-4,NEVIRAPINE,ChEMBL,1,inhibitor
PDE4A,ROFLUMILAST,ChEMBL,1,inhibitor
HMGCR,PRAVASTATIN SODIUM,ChEMBL,1,inhibitor
HDAC4,ROMIDEPSIN,ChEMBL,1,inhibitor
HDAC9,ROMIDEPSIN,ChEMBL,1,inhibitor
ATP4A,ESOMEPRAZOLE SODIUM,ChEMBL,1,inhibitor
HDAC8,ROMIDEPSIN,ChEMBL,1,inhibitor
CA13,ETHOXZOLAMIDE,ChEMBL,1,inhibitor
TUBA3E,VINCRISTINE SULFATE,ChEMBL,1,inhibitor
TUBA3C,VINORELBINE TARTRATE,ChEMBL,1,inhibitor
TUBA3C,VINBLASTINE SULFATE,ChEMBL,1,inhibitor
TUBA1B,VINORELBINE TARTRATE,ChEMBL,1,inhibitor
TUBB1,VINORELBINE TARTRATE,ChEMBL,1,inhibitor
TUBA1A,VINORELBINE TARTRATE,ChEMBL,1,inhibitor
TUBB4A,VINORELBINE TARTRATE,ChEMBL,1,inhibitor
GRIN3A,AMANTADINE HYDROCHLORIDE,ChEMBL,1,inhibitor
GRIN2D,FELBAMATE,ChEMBL,1,inhibitor
ADRA2A,MIRTAZAPINE,ChEMBL,1,inhibitor
ADRA2B,MIRTAZAPINE,ChEMBL,1,inhibitor
ADRA1A,MIDODRINE,ChEMBL,1,agonist
PTGS2,OXYPHENBUTAZONE,ChEMBL,1,inhibitor
PTGS1,OXYPHENBUTAZONE,ChEMBL,1,inhibitor
PTGS1,ASPIRIN,ChEMBL,1,inhibitor
GUCY1B2,NITROGLYCERIN,ChEMBL,1,activator
GUCY1A2,NITROGLYCERIN,ChEMBL,1,activator
GUCY1A2,SODIUM NITROPRUSSIDE,ChEMBL,1,activator
GUCY1B2,ISOSORBIDE DINITRATE,ChEMBL,1,activator
GUCY1B1,SODIUM NITROPRUSSIDE,ChEMBL,1,activator
ADRA1B,NAPHAZOLINE HYDROCHLORIDE,ChEMBL,1,agonist
ADRA2C,AJMALICINE,ChEMBL,1,inhibitor
KCNJ11,TOLAZAMIDE,ChEMBL,1,blocker
ABCC8,GLIPIZIDE,ChEMBL,1,blocker
ABCC8,ACETOHEXAMIDE,ChEMBL,1,blocker
CACNA1F,DRONEDARONE HYDROCHLORIDE,ChEMBL,1,blocker
IL1B,CANAKINUMAB,ChEMBL,1,inhibitor
SNAP25,INCOBOTULINUMTOXINA,ChEMBL,1,inhibitor
COL4A6,OCRIPLASMIN,ChEMBL,1,cleavage
COL11A1,OCRIPLASMIN,ChEMBL,1,cleavage
CHRND,SUCCINYLCHOLINE,ChEMBL,1,agonist
GABRB1,FLUMAZENIL,ChEMBL,1,negative modulator
GABRB2,FLUMAZENIL,ChEMBL,1,negative modulator
GABRA6,FLUMAZENIL,ChEMBL,1,negative modulator
GABRD,FLUMAZENIL,ChEMBL,1,negative modulator
GABRG2,FLUMAZENIL,ChEMBL,1,negative modulator
GABRB3,CHLORDIAZEPOXIDE,ChEMBL,1,positive modulator
GABRB3,FLUMAZENIL,ChEMBL,1,negative modulator
GABRP,CHLORDIAZEPOXIDE,ChEMBL,1,positive modulator
GABRD,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRA1,BUTALBITAL,ChEMBL,1,positive modulator
GABRB3,BUTALBITAL,ChEMBL,1,positive modulator
GABRA5,BUTALBITAL,ChEMBL,1,positive modulator
GABRG3,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA3,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
GABRQ,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
GABRE,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
GABRG2,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRD,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRG1,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRB3,ETHCHLORVYNOL,ChEMBL,1,positive modulator
GABRA2,ETHCHLORVYNOL,ChEMBL,1,positive modulator
GABRB2,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRE,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA6,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA3,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRB1,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA5,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRE,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRG2,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRB1,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA3,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRB2,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRQ,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRB3,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRD,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRB1,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRA3,TEMAZEPAM,ChEMBL,1,positive modulator
GABRA1,ISOFLURANE,ChEMBL,1,positive modulator
GABRG2,ISOFLURANE,ChEMBL,1,positive modulator
GABRA2,ISOFLURANE,ChEMBL,1,positive modulator
GABRE,ISOFLURANE,ChEMBL,1,positive modulator
GABRA4,ISOFLURANE,ChEMBL,1,positive modulator
