gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
DRD4,VEBRELTINIB,GuideToPharmacology,1,inhibitor
ANOP1,[3H]R214127,GuideToPharmacology,1,modulator
ANPEP,[3H]LY341495,GuideToPharmacology,1,inhibitor
SLC25A4,COMPOUND 4 [PMID: 21105727],GuideToPharmacology,1,modulator
MAP2K1,MS432,GuideToPharmacology,1,inhibitor
MAP2K1,ZAPNOMETINIB,GuideToPharmacology,1,inhibitor
AADAC,ARECOLINE,GuideToPharmacology,1,agonist
AADAC,TRIHEXYPHENIDYL,GuideToPharmacology,1,inhibitor
AAMP,[3H]ACETYLCHOLINE,GuideToPharmacology,1,agonist
AADAC,MUSCARINIC TOXIN 1,GuideToPharmacology,1,inhibitor
AADAC,[3H]QNB,GuideToPharmacology,1,inhibitor
AAMP,DOTHIEPIN,GuideToPharmacology,1,inhibitor
AAMP,SILAHEXOCYCLIUM,GuideToPharmacology,1,inhibitor
AANAT,DARIFENACIN,GuideToPharmacology,1,inhibitor
AANAT,"WIN 51,708",GuideToPharmacology,1,modulator
AANAT,SABCOMELINE,GuideToPharmacology,1,agonist
AARS1,[3H]ACETYLCHOLINE,GuideToPharmacology,1,agonist
AANAT,OTENZEPAD,GuideToPharmacology,1,inhibitor
AARS1,CEVIMELINE,GuideToPharmacology,1,agonist
AANAT,DARIFENACIN,GuideToPharmacology,1,inhibitor
AANAT,OXYBUTYNIN,GuideToPharmacology,1,inhibitor
AARS1,DOTHIEPIN,GuideToPharmacology,1,inhibitor
AARS1,PD 102807,GuideToPharmacology,1,inhibitor
AARS1,SILAHEXOCYCLIUM,GuideToPharmacology,1,inhibitor
AARS1,METHSCOPOLAMINE,GuideToPharmacology,1,inhibitor
AARS1,AFDX384,GuideToPharmacology,1,inhibitor
AAVS1,P-F-HHSID,GuideToPharmacology,1,inhibitor
ANK2,UCSF3384,GuideToPharmacology,1,agonist
ANK2,DIFLUOROAGOMELATINE,GuideToPharmacology,1,agonist
ANK2,S22153,GuideToPharmacology,1,inhibitor
APOF,ADL5859,GuideToPharmacology,1,agonist
APOF,EWB-3-14,GuideToPharmacology,1,agonist
APOF,METHADONE HYDROCHLORIDE,GuideToPharmacology,1,agonist
BAK1,BC-III,GuideToPharmacology,1,inhibitor
APOF,[3H]CTOP,GuideToPharmacology,1,inhibitor
NKX3-2,BC-III,GuideToPharmacology,1,inhibitor
NKX3-2,AFT-II,GuideToPharmacology,1,inhibitor
BBS2,AFT-II,GuideToPharmacology,1,inhibitor
SCN9A,AM-6120,GuideToPharmacology,1,inhibitor
BBS2,BC-III,GuideToPharmacology,1,inhibitor
DLX5,PL-3994,GuideToPharmacology,1,agonist
CD8B,DOTHIEPIN,GuideToPharmacology,1,inhibitor
ATF4,LY2087101,GuideToPharmacology,1,modulator
EVC,COMPOUND 22 [PMID: 20462760],GuideToPharmacology,1,inhibitor
AQP3,CP 99994,GuideToPharmacology,1,inhibitor
AQP5,[125I][MEPHE7]NKB,GuideToPharmacology,1,agonist
DNAH9,SELNOFLAST,GuideToPharmacology,1,inhibitor
AQP5,SB 235375,GuideToPharmacology,1,inhibitor
NMUR2,[125I]NEUROMEDIN U-8 (PIG),GuideToPharmacology,1,agonist
NMUR1,[125I]NEUROMEDIN U-8 (PIG),GuideToPharmacology,1,agonist
APBA1,[ARG14LYS15]N/OFQ,GuideToPharmacology,1,agonist
ANXA7,JMV457,GuideToPharmacology,1,agonist
SLCO1B1,GLYCYRRHIZIC ACID,GuideToPharmacology,1,inhibitor
ARAF,L-372662,GuideToPharmacology,1,inhibitor
ARAF,ARGIPRESSIN,GuideToPharmacology,1,agonist
ARAF,"D(CH2)5[TYR(ME)2,THR4,TYR-NH29]OVT",GuideToPharmacology,1,inhibitor
APBB2,MRS2279,GuideToPharmacology,1,inhibitor
APBB2,SURAMIN,GuideToPharmacology,1,inhibitor
APBB2,ATP&GAMMA;S,GuideToPharmacology,1,agonist
APC,SURAMIN,GuideToPharmacology,1,inhibitor
APLP2,RP-52770,GuideToPharmacology,1,inhibitor
HPRTP1,ATGLISTATIN,GuideToPharmacology,1,inhibitor
SLC15A2,LYS[Z(NO2)]-VAL,GuideToPharmacology,1,inhibitor
BCKDHB,SELADELPAR,GuideToPharmacology,1,agonist
BCKDHA,RAGAGLITAZAR,GuideToPharmacology,1,agonist
CCND1,LINOLEIC ACID,GuideToPharmacology,1,agonist
CCND1,ROSIGLITAZONE,GuideToPharmacology,1,agonist
F3,PIK-III,GuideToPharmacology,1,inhibitor
F5,COMPOUND 27 [PMID: 35834807],GuideToPharmacology,1,inhibitor
CCND1,BARDOXOLONE METHYL,GuideToPharmacology,1,inhibitor
F5,GILMELISIB,GuideToPharmacology,1,inhibitor
F5,RV6153,GuideToPharmacology,1,inhibitor
PIK3CB,IDELALISIB,GuideToPharmacology,1,inhibitor
F7,PIK-108,GuideToPharmacology,1,modulator
PIK3CB,RV6153,GuideToPharmacology,1,inhibitor
PIK3CB,TG-100-115,GuideToPharmacology,1,inhibitor
PIK3CB,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",GuideToPharmacology,1,inhibitor
F7R,AMDIZALISIB,GuideToPharmacology,1,inhibitor
F7R,AZ2,GuideToPharmacology,1,inhibitor
F7R,DEZAPELISIB,GuideToPharmacology,1,inhibitor
COL9A2,CYCLIC GMP,GuideToPharmacology,1,inhibitor
COL19A1,COMPOUND 19 [PMID: 22142545],GuideToPharmacology,1,inhibitor
COL7A1,CRISABOROLE,GuideToPharmacology,1,inhibitor
COL12A1,LEO 239652,GuideToPharmacology,1,inhibitor
COL12A1,RO20-1724,GuideToPharmacology,1,inhibitor
NBEAP1,CLOTRIMAZOLE,GuideToPharmacology,1,agonist
NBEAP1,SR12813,GuideToPharmacology,1,agonist
NBEAP1,NIFEDIPINE,GuideToPharmacology,1,agonist
FXN,ARI-3531,GuideToPharmacology,1,inhibitor
FRA4A,ALIROCUMAB,GuideToPharmacology,1,antibody
XIAP,"[ALA1,12,AIB3,GLN10,HARG11,TRP14]PTH-(1-14)-NH2",GuideToPharmacology,1,agonist
XIAP,"[TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)",GuideToPharmacology,1,agonist
XIAP,"PTHRP-(7-34) (HUMAN, RAT, MOUSE)",GuideToPharmacology,1,inhibitor
BIRC5,"PTHRP-(7-34) (HUMAN, RAT, MOUSE)",GuideToPharmacology,1,inhibitor
FAH,BALAMAPIMOD,GuideToPharmacology,1,inhibitor
APLP1,QRFP26 (26RFA),GuideToPharmacology,1,agonist
FAH,L779450,GuideToPharmacology,1,inhibitor
H1-2,COMPOUND 24 [PMID: 36723914],GuideToPharmacology,1,modulator
BAK1P1,GNE-3500,GuideToPharmacology,1,agonist
BCL2L1,CD2314,GuideToPharmacology,1,agonist
FANCG,FLIZASERTIB,GuideToPharmacology,1,inhibitor
BAK1P1,SR1555,GuideToPharmacology,1,agonist
BAK1P1,25-HYDROXYCHOLESTEROL,GuideToPharmacology,1,agonist
COL6A3,HJC 0350,GuideToPharmacology,1,inhibitor
CX3CR1,COMPOUND 23 [PMID: 35816678],GuideToPharmacology,1,inhibitor
TEX28,BI-D1870,GuideToPharmacology,1,inhibitor
CYB5P1,BI-D1870,GuideToPharmacology,1,inhibitor
APP,ML290,GuideToPharmacology,1,modulator
DYT7,"COMPOUND 7B [HAFTCHENARY ET AL., 2013]",GuideToPharmacology,1,inhibitor
APP,INSL3,GuideToPharmacology,1,agonist
CXADR,GNE-3511,GuideToPharmacology,1,inhibitor
CUX1,COMPOUND 23 [PMID: 35816678],GuideToPharmacology,1,inhibitor
CUX1,SB-747651A,GuideToPharmacology,1,inhibitor
AMY1A,COMPOUND 16 [PMID: 26794040],GuideToPharmacology,1,inhibitor
AMY1C,DIHYDROSPHINGOSINE 1-PHOSPHATE,GuideToPharmacology,1,agonist
AMY1C,COMPOUND 5C [PMID: 27894870],GuideToPharmacology,1,agonist
AMY1B,SPM-354,GuideToPharmacology,1,inhibitor
AMY1B,ASP4058,GuideToPharmacology,1,agonist
FAU,COMPOUND 2C [PMID: 24900538],GuideToPharmacology,1,inhibitor
GBE1,DANAPAROID,GuideToPharmacology,1,activator
CD9,FLUOXETINE HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
CD9,DOTHIEPIN,GuideToPharmacology,1,inhibitor
FASLG,BIM 23197,GuideToPharmacology,1,agonist
FASLG,EDOTREOTIDE,GuideToPharmacology,1,agonist
AQP2,BIM 23268,GuideToPharmacology,1,agonist
DMP1,3M-002,GuideToPharmacology,1,agonist
SARDH,IMIQUIMOD,GuideToPharmacology,1,agonist
TLX2,PABINAFUSP ALFA,GuideToPharmacology,1,antibody
H1-5,NAPTUMOMAB ESTAFENATOX,GuideToPharmacology,1,antibody
AQP6,TALTIRELIN,GuideToPharmacology,1,agonist
FRA8C,NAFAMOSTAT,GuideToPharmacology,1,inhibitor
ATP2B2,PYRAZOLOPYRIMIDINE 4N,GuideToPharmacology,1,activator
ATP2B2,LYSOPHOSPHATIDYLCHOLINE,GuideToPharmacology,1,activator
TRPM8,AMTB,GuideToPharmacology,1,blocker
TRPM8,CLOTRIMAZOLE,GuideToPharmacology,1,blocker
TRPM8,ANHYDROUS TACROLIMUS,GuideToPharmacology,1,activator
ATP5F1A,MG2+,GuideToPharmacology,1,activator
ATP5F1A,MG2+,GuideToPharmacology,1,blocker
ATP5F1BP1,A778317,GuideToPharmacology,1,blocker
SLC26A2,LDC1267,GuideToPharmacology,1,inhibitor
ARCN2,PHI,GuideToPharmacology,1,agonist
ARCN1,PHI,GuideToPharmacology,1,agonist
AQP9,LVP,GuideToPharmacology,1,agonist
ANXA5,"[PP1-17,ALA31,AIB32]NPY (HUMAN)",GuideToPharmacology,1,agonist
TAS2R46,AMAROGENTIN,GuideToPharmacology,1,agonist
KCNQ3,TETRAMETHYLAMMONIUM,GuideToPharmacology,1,blocker
BARD1,BC-III,GuideToPharmacology,1,inhibitor
ATP5F1C,ISOCHLOROGENIC ACID A,GuideToPharmacology,1,blocker
ESRRG,MNK1 INHIBITOR,GuideToPharmacology,1,inhibitor
ATF1,&ALPHA;-CONOTOXIN-GIC,GuideToPharmacology,1,inhibitor
BCKDHA,(R)-16 [PMID: 32267688],GuideToPharmacology,1,agonist
GYPA,COMPOUND 19A [PMID: 26506089],GuideToPharmacology,1,inhibitor
ABCD2,MEDICA 16,GuideToPharmacology,1,agonist
EIF4G1,ZEMIRCICLIB,GuideToPharmacology,1,inhibitor
EXTL3,GSK690693,GuideToPharmacology,1,inhibitor
AMPD3,AM095,GuideToPharmacology,1,inhibitor
MLKL,MLKL COMPOUND 1,GuideToPharmacology,1,inhibitor
AQP9,"D(CH2)5[D-ILE2,ILE4,ALA-NH29]AVP",GuideToPharmacology,1,inhibitor
ATP5BL2,RUTHENIUM RED,GuideToPharmacology,1,blocker
DXO,PYROTINIB,GuideToPharmacology,1,inhibitor
ADCY3,CP55940,GuideToPharmacology,1,agonist
GCKR,FEBUXOSTAT,GuideToPharmacology,1,inhibitor
ANK3,2-(INDOLIN-1YL)-MELATONIN,GuideToPharmacology,1,inhibitor
ADRA1A,R-SPONDIN-3,GuideToPharmacology,1,agonist
ALDH1A3,SOVATELTIDE,GuideToPharmacology,1,agonist
GM2A,RETIFANLIMAB,GuideToPharmacology,1,antibody
ETFB,PANULISIB,GuideToPharmacology,1,inhibitor
ACTBP2,BP-CCL3,GuideToPharmacology,1,agonist
ACTG1P8,TC14012,GuideToPharmacology,1,agonist
DAZ1,Z-YVAD-FMK,GuideToPharmacology,1,inhibitor
ACTBP8,[125I]CXCL8 (HUMAN),GuideToPharmacology,1,agonist
GPR15,OZANEZUMAB,GuideToPharmacology,1,antibody
F11,LGB321,GuideToPharmacology,1,inhibitor
DHFRP3,PEGVISOMANT,GuideToPharmacology,1,inhibitor
GABRA1,GABOXADOL,GuideToPharmacology,1,agonist
DCR,BATIMASTAT,GuideToPharmacology,1,inhibitor
GRM8,"(1S,3R)-ACPD",GuideToPharmacology,1,agonist
CTPS1,COMPOUND 35 [PMID: 20684608],GuideToPharmacology,1,inhibitor
SLC25A4,LY2389575,GuideToPharmacology,1,modulator
ACAA1,LEVOBUNOLOL,GuideToPharmacology,1,inhibitor
ARAF,RO5028442,GuideToPharmacology,1,inhibitor
NR4A2,VIDOFLUDIMUS,GuideToPharmacology,1,agonist
BEVI,CLASCOTERONE,GuideToPharmacology,1,inhibitor
EIF4E,AMINOPURVALANOL A,GuideToPharmacology,1,inhibitor
EMD,COMPOUND 68 [PMID: 24900699],GuideToPharmacology,1,inhibitor
EPHA8,COMPOUND 4G [PMID: 21316219],GuideToPharmacology,1,inhibitor
AMY2B,C3,GuideToPharmacology,1,agonist
APLP1,QRFP43 (43RFA),GuideToPharmacology,1,agonist
ATP6V1E1,FPL64176,GuideToPharmacology,1,activator
PRMT5,LLY-283,GuideToPharmacology,1,inhibitor
BIRC5,"[TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)",GuideToPharmacology,1,agonist
ABR,NOREPINEPHRINE,GuideToPharmacology,1,agonist
BNIP3,CHLORAMPHENICOL,GuideToPharmacology,1,agonist
GNAI2P1,"COMPOUND 5 [TOMASSI ET AL., 2020]",GuideToPharmacology,1,inhibitor
FUT4,METHIMAZOLE,GuideToPharmacology,1,inhibitor
NUDT2,BNTX,GuideToPharmacology,1,inhibitor
A12M4,SB 277011-A,GuideToPharmacology,1,inhibitor
NUDT2,FENTANYL CITRATE,GuideToPharmacology,1,agonist
CPT1B,SUPROFEN,GuideToPharmacology,1,inhibitor
ALOX15B,JMR-132,GuideToPharmacology,1,agonist
ARAF,"D(CH2)5[TYR(ME)2,THR4,TYR(3125I)-NH29]OVT",GuideToPharmacology,1,inhibitor
ATP2A2,PYRAZOLOPYRIMIDINE 4N,GuideToPharmacology,1,activator
BIRC5,PTH-(1-34) (RAT),GuideToPharmacology,1,agonist
A1BG,ARIPIPRAZOLE LAUROXIL,GuideToPharmacology,1,agonist
COL19A1,TC-E 5005,GuideToPharmacology,1,inhibitor
CNC2,EPZ020411,GuideToPharmacology,1,inhibitor
CDC6,AZD3965,GuideToPharmacology,1,inhibitor
COL10A1,RO20-1724,GuideToPharmacology,1,inhibitor
TRPV5,MG2+,GuideToPharmacology,1,blocker
DXO,EGFR INHIBITOR 57,GuideToPharmacology,1,modulator
HTR2C,5-CT,GuideToPharmacology,1,agonist
ABO,EPINEPHRINE,GuideToPharmacology,1,agonist
TRPV6,MG2+,GuideToPharmacology,1,blocker
BAAT,TERFENADINE,GuideToPharmacology,1,blocker
EYA3,OTS964,GuideToPharmacology,1,inhibitor
FAH,CCT241161,GuideToPharmacology,1,inhibitor
ABCA2,CCPA,GuideToPharmacology,1,agonist
DTNA,BMS-777607,GuideToPharmacology,1,inhibitor
ERVT4,COMPOUND 16 [PMID: 17480064],GuideToPharmacology,1,inhibitor
ATP1B1P1,ISOVELLERAL,GuideToPharmacology,1,activator
ATP4A,NN-DIMETHYL-D-ERYTHROSPHINGOSINE,GuideToPharmacology,1,activator
AOC1,IDAZOXAN,GuideToPharmacology,1,inhibitor
ACTBP9,CXCL2,GuideToPharmacology,1,agonist
ALPI,GASTRIC INHIBITORY POLYPEPTIDE,GuideToPharmacology,1,agonist
ALDH3B2,DIAMIDE 7,GuideToPharmacology,1,inhibitor
BCL2,HEME,GuideToPharmacology,1,agonist
UTS2R,DS37001789,GuideToPharmacology,1,inhibitor
A12M3,LP-12,GuideToPharmacology,1,agonist
APOBER1,ZK110841,GuideToPharmacology,1,agonist
ABCB7,DABUZALGRON,GuideToPharmacology,1,agonist
ANK2,6-HYDROXYMELATONIN,GuideToPharmacology,1,agonist
A2MP1,ZIPRASIDONE,GuideToPharmacology,1,agonist
ABR,ATENOLOL,GuideToPharmacology,1,inhibitor
ABCA1,LUF7602,GuideToPharmacology,1,inhibitor
ACAA1,SR59230A,GuideToPharmacology,1,inhibitor
ABCF1,SPIROXATRINE,GuideToPharmacology,1,inhibitor
ABO,NOREPINEPHRINE,GuideToPharmacology,1,agonist
CHD4,COMPOUND 5K [PMID: 23528296],GuideToPharmacology,1,inhibitor
AMD1,CLOZAPINE,GuideToPharmacology,1,inhibitor
SLCO2B1,ERLOTINIB,GuideToPharmacology,1,inhibitor
DRD5,MK-2461,GuideToPharmacology,1,inhibitor
NKX2-5,SOTRASTAURIN,GuideToPharmacology,1,inhibitor
ANXA13,&BETA;-D-HYDROXYBUTYRIC ACID,GuideToPharmacology,1,agonist
FSHMD1B,MOCLOBEMIDE,GuideToPharmacology,1,inhibitor
AANAT,BETHANECHOL,GuideToPharmacology,1,agonist
BAX,AFT-II,GuideToPharmacology,1,inhibitor
GNAI2,VENADAPARIB,GuideToPharmacology,1,inhibitor
ARHGAP4,SG-005,GuideToPharmacology,1,inhibitor
APOF,DYNORPHIN A-(1-8),GuideToPharmacology,1,agonist
CSRP2,COMPOUND 1O [PMID: 24210504],GuideToPharmacology,1,inhibitor
ACAA1,EPINEPHRINE,GuideToPharmacology,1,agonist
APBA1,BU08028,GuideToPharmacology,1,agonist
TRPM5,APV207010A,GuideToPharmacology,1,modulator
CPB1,FADROZOLE,GuideToPharmacology,1,inhibitor
APBA2,RTOXA-43,GuideToPharmacology,1,agonist
CDK11B,LYS[Z(NO2)]-VAL,GuideToPharmacology,1,inhibitor
BCHEL3,TRETINOIN,GuideToPharmacology,1,agonist
ABAT,"CP608,039",GuideToPharmacology,1,agonist
COL4A1,NKY80,GuideToPharmacology,1,inhibitor
CD27,BENZTROPINE,GuideToPharmacology,1,inhibitor
BCYRN1P2,AMCENESTRANT,GuideToPharmacology,1,inhibitor
APOF,BUTORPHANOL,GuideToPharmacology,1,agonist
F2RL1,TORIN 2,GuideToPharmacology,1,inhibitor
ABL1,APOMORPHINE,GuideToPharmacology,1,agonist
ABCA3,VUF5574,GuideToPharmacology,1,inhibitor
ALDOA,1-METHYLCYCLOPROPANECARBOXYLIC ACID,GuideToPharmacology,1,agonist
ARG1,DC-EBIO,GuideToPharmacology,1,activator
FCGR2B,COMPOUND 13 [PMID: 34333981],GuideToPharmacology,1,inhibitor
SERPINH1,DL-TBOA,GuideToPharmacology,1,inhibitor
EPHB1,RITLECITINIB,GuideToPharmacology,1,inhibitor
CTBP2,GSK690693,GuideToPharmacology,1,inhibitor
ALDH9A1,LL-37,GuideToPharmacology,1,agonist
GABRR3,TBPS,GuideToPharmacology,1,blocker
AQP3,"L-732,138",GuideToPharmacology,1,inhibitor
EFNB2,ATUZABRUTINIB,GuideToPharmacology,1,inhibitor
BLVRA,GERANYL BIPHOSPHONATE,GuideToPharmacology,1,inhibitor
AOC1,ARC-239,GuideToPharmacology,1,inhibitor
DR1,DEBIO-1347,GuideToPharmacology,1,inhibitor
ANXA11,L-LACTIC ACID,GuideToPharmacology,1,agonist
NUDT2,[3H]DIPRENORPHINE,GuideToPharmacology,1,inhibitor
BDKRB2,GSK4716,GuideToPharmacology,1,agonist
BAD,MK-7145,GuideToPharmacology,1,blocker
ACE,COMPOUND 1 [PMID: 24900526],GuideToPharmacology,1,inhibitor
BPGM,SINIGRIN,GuideToPharmacology,1,agonist
F7R,IDELALISIB,GuideToPharmacology,1,inhibitor
AMHR2,N-METHYL LTC4,GuideToPharmacology,1,agonist
FRA16E,CPP-115,GuideToPharmacology,1,inhibitor
E11S,UTOMILUMAB,GuideToPharmacology,1,antibody
A1BG,LP-211,GuideToPharmacology,1,agonist
A1BG,SPIROXATRINE,GuideToPharmacology,1,agonist
A1BG,CLOZAPINE,GuideToPharmacology,1,agonist
A1BG,ZIPRASIDONE,GuideToPharmacology,1,agonist
A1BG,REPINOTAN,GuideToPharmacology,1,inhibitor
A2MP1,CLOZAPINE,GuideToPharmacology,1,agonist
A2M,"[3H]GR 125,743",GuideToPharmacology,1,inhibitor
A2MP1,5-CT,GuideToPharmacology,1,agonist
A2MP1,BROMOCRIPTINE,GuideToPharmacology,1,agonist
A2MP1,"[3H]GR 125,743",GuideToPharmacology,1,inhibitor
A2MP1,SERTINDOLE,GuideToPharmacology,1,inhibitor
A12M1,5-BODMT,GuideToPharmacology,1,agonist
A12M1,DIHYDROERGOTAMINE MESYLATE,GuideToPharmacology,1,agonist
A12M3,MIRTAZAPINE,GuideToPharmacology,1,inhibitor
HTR2C,MK-212,GuideToPharmacology,1,agonist
HTR2C,CABERGOLINE,GuideToPharmacology,1,agonist
HTR2C,RS-127445,GuideToPharmacology,1,inhibitor
HTR2C,SERTINDOLE,GuideToPharmacology,1,inhibitor
NATP,INTEPIRDINE,GuideToPharmacology,1,inhibitor
NATP,CLOZAPINE,GuideToPharmacology,1,inhibitor
SERPINA3,CYPROHEPTADINE HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
SERPINA3,ILOPERIDONE,GuideToPharmacology,1,inhibitor
SERPINA3,DIPROPYL-5-CT,GuideToPharmacology,1,agonist
CNN1,COMPOUND 2E [PMID: 31900320],GuideToPharmacology,1,inhibitor
CSTP1,PHT-427,GuideToPharmacology,1,inhibitor
ABCB7,EPINEPHRINE,GuideToPharmacology,1,agonist
ABCB7,SILODOSIN,GuideToPharmacology,1,inhibitor
AAK1,COMPOUND 13 [PMID: 34333981],GuideToPharmacology,1,inhibitor
DAPK3,BENAZEPRIL,GuideToPharmacology,1,inhibitor
ACADSB,AZELAPRAG,GuideToPharmacology,1,agonist
ACADSB,CYCLOUREA APELIN-12 (1-7),GuideToPharmacology,1,agonist
BST2,ASC06-IGG1,GuideToPharmacology,1,blocker
CMR1A,2(S)-AMINO-6-BORONOHEXANOIC ACID,GuideToPharmacology,1,inhibitor
ABCC2,2(S)-AMINO-6-BORONOHEXANOIC ACID,GuideToPharmacology,1,inhibitor
BST2,NAFAMOSTAT,GuideToPharmacology,1,blocker
BTC,A-317567,GuideToPharmacology,1,blocker
BST2,JNJ-799760,GuideToPharmacology,1,blocker
ABAT,COMPOUND 10 [PMID: 31306001],GuideToPharmacology,1,agonist
ABCA1,COMPOUND 10 [PMID: 31306001],GuideToPharmacology,1,inhibitor
ABCA1,MRS1086,GuideToPharmacology,1,inhibitor
ABCA2,AS101,GuideToPharmacology,1,inhibitor
ABCA2,CPX,GuideToPharmacology,1,inhibitor
ABCA2,ATL802,GuideToPharmacology,1,inhibitor
ABCA3,COMPOUND 6C [PMID: 34435786],GuideToPharmacology,1,agonist
ABCA3,LUF7602,GuideToPharmacology,1,inhibitor
ABCA3,ATL802,GuideToPharmacology,1,inhibitor
ABCA3,N(6)-CYCLOHEXYLADENOSINE,GuideToPharmacology,1,agonist
ABCA3,DPCPX,GuideToPharmacology,1,inhibitor
EEF1G,CENISERTIB,GuideToPharmacology,1,inhibitor
EEF1D,DUBERMATINIB,GuideToPharmacology,1,inhibitor
ABR,INDACATEROL,GuideToPharmacology,1,agonist
ABR,TERBUTALINE,GuideToPharmacology,1,agonist
ABR,EPINEPHRINE,GuideToPharmacology,1,agonist
ABR,OLODATEROL,GuideToPharmacology,1,agonist
ABR,VILANTEROL,GuideToPharmacology,1,agonist
ACAA1,NOREPINEPHRINE,GuideToPharmacology,1,agonist
AMH,12-HYDROXYHEPTADECATRIENOIC ACID,GuideToPharmacology,1,agonist
ACAA1,TERTATOLOL,GuideToPharmacology,1,inhibitor
BMP2K,COMPOUND 6 [PMID: 34333981],GuideToPharmacology,1,inhibitor
EFNA2,L779450,GuideToPharmacology,1,inhibitor
HOXB@,BAY-069,GuideToPharmacology,1,inhibitor
GLUD1P3,CHLORTHALIDONE,GuideToPharmacology,1,inhibitor
CA4,ACETAZOLAMIDE,GuideToPharmacology,1,inhibitor
DBIP1,COMPOUND 4 [PMID: 12408711],GuideToPharmacology,1,inhibitor
ACP5,RONACALERET,GuideToPharmacology,1,modulator
FNTBL1,VBY-825,GuideToPharmacology,1,inhibitor
CTSC,ICATCXPZ-01,GuideToPharmacology,1,inhibitor
FOLH1,COMPOUND 3 [PMID: 8410973],GuideToPharmacology,1,inhibitor
FRA20B,OPICAPONE,GuideToPharmacology,1,inhibitor
ACRV1,GAT211,GuideToPharmacology,1,modulator
ACRV1,JD5037,GuideToPharmacology,1,inhibitor
CCKBR,SINCALIDE,GuideToPharmacology,1,agonist
CNR2,SURINABANT,GuideToPharmacology,1,inhibitor
CCKAR,CCK-33,GuideToPharmacology,1,agonist
ACTA1,CCL7,GuideToPharmacology,1,agonist
ACTB,UCB35625,GuideToPharmacology,1,inhibitor
ACTBP3,PF-07054894,GuideToPharmacology,1,inhibitor
ACTBP2,BMS-753426,GuideToPharmacology,1,inhibitor
H1-6,LILOTOMAB,GuideToPharmacology,1,antibody
GNG4,INOTUZUMAB OZOGAMICIN,GuideToPharmacology,1,antibody
GYPC,IBALIZUMAB,GuideToPharmacology,1,antibody
CMA1,JNJ-10311795,GuideToPharmacology,1,inhibitor
CELA1,TELAPREVIR,GuideToPharmacology,1,inhibitor
CNA1,SGC2085,GuideToPharmacology,1,inhibitor
DPYD,CABIRALIZUMAB,GuideToPharmacology,1,antibody
DPYD,JNJ-28312141,GuideToPharmacology,1,inhibitor
CPT1B,(R)-ARN2508,GuideToPharmacology,1,inhibitor
CPT1B,FENOPROFEN,GuideToPharmacology,1,inhibitor
CPT1B,KETOPROFEN,GuideToPharmacology,1,inhibitor
CPT2,ETODOLAC,GuideToPharmacology,1,inhibitor
ALAS2,ASTRESSIN 2B,GuideToPharmacology,1,inhibitor
ALB,CORTICOTROPHIN-RELEASING HORMONE,GuideToPharmacology,1,agonist
EGR4,2-({6-[(3-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)ETHANOL,GuideToPharmacology,1,inhibitor
DUSP1,COMPOUND 4 [PMID: 26191369],GuideToPharmacology,1,inhibitor
GBX1,(S)-DRF-1042,GuideToPharmacology,1,inhibitor
ALCAM,KETANSERIN,GuideToPharmacology,1,inhibitor
ALCAM,SKF-76783,GuideToPharmacology,1,agonist
ALCAM,PERICIAZINE,GuideToPharmacology,1,inhibitor
ALCAM,LY3154885,GuideToPharmacology,1,modulator
ABCD1,BENZQUINAMIDE,GuideToPharmacology,1,agonist
ABCD1,LP-211,GuideToPharmacology,1,agonist
ABCD1,LP-44,GuideToPharmacology,1,agonist
ABCD1,AMISULPRIDE,GuideToPharmacology,1,inhibitor
ABCD1,SULPIRIDE,GuideToPharmacology,1,inhibitor
ABCD1,SERTINDOLE,GuideToPharmacology,1,inhibitor
ALDH2,CABERGOLINE,GuideToPharmacology,1,agonist
ALDH3A1,SKF-83566,GuideToPharmacology,1,inhibitor
EML1,COMPOUND 68 [PMID: 24900699],GuideToPharmacology,1,inhibitor
DXO,AG 9,GuideToPharmacology,1,inhibitor
DXO,AZ5104,GuideToPharmacology,1,inhibitor
DXO,EXAMPLE 10 [CN110740999A],GuideToPharmacology,1,inhibitor
GTF2IP1,DUAL SEH/FAAH INHIBITOR 11,GuideToPharmacology,1,inhibitor
APOBER1,CARBACYCLIN,GuideToPharmacology,1,agonist
APOC1,CARBACYCLIN,GuideToPharmacology,1,agonist
APOC1P1,CLOPROSTENOL,GuideToPharmacology,1,agonist
EN1,LAPATINIB,GuideToPharmacology,1,inhibitor
EN1,MUBRITINIB,GuideToPharmacology,1,inhibitor
EN1,PIROTINIB,GuideToPharmacology,1,inhibitor
EN1,PYROTINIB,GuideToPharmacology,1,inhibitor
EN1,TUCATINIB,GuideToPharmacology,1,inhibitor
BCYRN1P2,PRINABEREL,GuideToPharmacology,1,agonist
BDH1,GENISTEIN,GuideToPharmacology,1,agonist
ALDH1B1,CLAZOSENTAN,GuideToPharmacology,1,inhibitor
ALDH1B1,APROCITENTAN,GuideToPharmacology,1,inhibitor
ALDH1A3,CLAZOSENTAN,GuideToPharmacology,1,inhibitor
